venue_name,home_team_name,pitch_name,pitch_type,zone,zone_description,p_throws,total_pitches,strike_count,ball_count,in_play_count,single_count,double_count,triple_count,home_run_count,sac_fly_count,sac_bunt_count,field_out_count,force_out_count,fielders_choice_count,fielders_choice_out_count,gidp_count,double_play_count,error_count
Sutter Health Park,Athletics,Slider,SL,14,low and right outside the strike zone,R,1104,314,708,53,17,0,0,0,0,0,32,2,0,1,0,0,1
Sutter Health Park,Athletics,Four-seam fastball,FF,11,up and left outside the strike zone,R,941,214,683,44,11,3,0,1,0,0,28,0,0,0,0,0,1
Sutter Health Park,Athletics,Sweeper,ST,14,low and right outside the strike zone,R,746,197,488,51,15,2,0,0,1,0,29,3,1,0,0,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,12,up and right outside the strike zone,R,712,197,447,68,11,3,1,0,0,1,47,1,1,0,2,0,1
Sutter Health Park,Athletics,Four-seam fastball,FF,12,up and right outside the strike zone,L,665,185,445,34,6,3,1,2,1,0,18,1,0,0,2,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,14,low and right outside the strike zone,R,478,62,399,17,3,1,1,1,0,0,10,1,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,11,up and left outside the strike zone,R,445,110,276,59,12,2,0,1,0,0,37,1,1,0,5,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,6,middle right inside the strike zone,R,438,331,2,105,14,8,0,9,1,0,67,3,0,0,3,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,2,upper middle inside the strike zone,R,436,321,12,103,22,10,0,8,3,0,58,0,1,0,0,1,0
Sutter Health Park,Athletics,Changeup,CH,14,low and right outside the strike zone,L,435,141,226,63,16,3,0,1,1,0,36,3,1,1,0,0,1
Sutter Health Park,Athletics,Four-seam fastball,FF,5,middle middle inside the strike zone,R,434,282,0,152,37,12,4,13,3,0,75,3,0,0,1,1,3
Sutter Health Park,Athletics,Sinker,SI,13,low and left outside the strike zone,R,382,110,238,34,2,5,0,1,0,1,15,5,1,0,4,0,0
Sutter Health Park,Athletics,Cutter,FC,14,low and right outside the strike zone,R,373,90,266,17,5,0,1,1,1,0,8,0,0,0,0,1,0
Sutter Health Park,Athletics,Four-seam fastball,FF,3,upper right inside the strike zone,R,367,254,27,86,16,8,1,3,2,0,54,1,0,0,1,0,0
Sutter Health Park,Athletics,Sinker,SI,14,low and right outside the strike zone,R,343,42,294,6,1,0,0,0,0,0,5,0,0,0,0,0,0
Sutter Health Park,Athletics,Changeup,CH,13,low and left outside the strike zone,R,342,114,199,22,8,1,0,0,0,0,12,1,0,0,0,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,1,upper left inside the strike zone,R,330,217,35,78,11,3,0,5,5,0,52,0,0,1,0,0,1
Sutter Health Park,Athletics,Four-seam fastball,FF,11,up and left outside the strike zone,L,313,61,236,16,3,3,0,1,0,0,8,0,0,0,1,0,0
Sutter Health Park,Athletics,Changeup,CH,14,low and right outside the strike zone,R,294,50,228,11,2,1,0,0,0,0,8,0,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,13,low and left outside the strike zone,L,281,72,188,10,5,2,0,0,0,0,3,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,5,middle middle inside the strike zone,R,260,124,0,136,42,6,0,6,0,0,68,5,0,0,6,0,3
Sutter Health Park,Athletics,Four-seam fastball,FF,4,middle left inside the strike zone,R,257,166,6,85,16,10,0,6,1,2,46,2,0,0,0,1,1
Sutter Health Park,Athletics,Sinker,SI,4,middle left inside the strike zone,R,251,128,4,119,20,10,0,6,0,0,71,5,1,0,3,1,2
Sutter Health Park,Athletics,Four-seam fastball,FF,2,upper middle inside the strike zone,L,238,171,5,62,14,1,0,5,1,0,37,3,0,0,1,0,0
Sutter Health Park,Athletics,Curveball,CU,14,low and right outside the strike zone,R,236,53,160,9,4,0,0,0,0,0,5,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,8,lower middle inside the strike zone,R,236,153,7,76,28,5,0,1,0,1,30,7,0,0,4,0,0
Sutter Health Park,Athletics,Slider,SL,9,lower right inside the strike zone,R,231,152,10,69,12,4,1,3,0,0,39,4,0,0,3,2,1
Sutter Health Park,Athletics,Four-seam fastball,FF,3,upper right inside the strike zone,L,231,169,14,48,11,3,0,2,0,0,31,0,0,0,0,0,1
Sutter Health Park,Athletics,Four-seam fastball,FF,5,middle middle inside the strike zone,L,228,155,0,73,12,6,0,7,1,0,44,0,1,0,1,0,1
Sutter Health Park,Athletics,Cutter,FC,12,up and right outside the strike zone,R,221,54,146,21,7,1,1,0,0,0,11,0,0,0,1,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,8,lower middle inside the strike zone,R,208,141,7,60,13,5,0,2,1,0,36,2,0,0,1,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,9,lower right inside the strike zone,R,202,152,16,34,10,2,0,1,1,0,19,0,0,0,1,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,6,middle right inside the strike zone,L,195,135,1,59,9,1,0,4,3,0,39,0,0,0,2,1,0
Sutter Health Park,Athletics,Curveball,CU,13,low and left outside the strike zone,L,191,43,125,7,1,1,0,0,0,0,5,0,0,0,0,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,13,low and left outside the strike zone,L,185,13,170,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,6,middle right inside the strike zone,R,183,141,4,38,8,4,0,0,0,0,23,0,0,0,2,0,1
Sutter Health Park,Athletics,Sinker,SI,7,lower left inside the strike zone,R,182,126,11,45,8,1,0,2,0,0,29,2,0,0,3,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,4,middle left inside the strike zone,L,182,138,5,39,8,4,0,1,0,0,25,1,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,5,middle middle inside the strike zone,R,180,108,0,72,16,7,0,7,1,0,41,0,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,6,middle right inside the strike zone,R,171,112,0,59,13,5,0,6,0,1,33,0,0,0,1,0,0
Sutter Health Park,Athletics,Changeup,CH,12,up and right outside the strike zone,L,170,41,113,16,3,0,0,0,0,0,11,1,0,0,1,0,0
Sutter Health Park,Athletics,Cutter,FC,6,middle right inside the strike zone,R,160,98,1,61,12,2,0,3,1,2,40,0,0,0,1,0,0
Sutter Health Park,Athletics,Sweeper,ST,6,middle right inside the strike zone,R,158,100,0,58,9,6,0,2,1,0,38,1,0,0,1,0,0
Sutter Health Park,Athletics,Slider,SL,8,lower middle inside the strike zone,R,153,107,3,43,6,5,0,5,1,0,22,1,0,0,3,0,0
Sutter Health Park,Athletics,Sweeper,ST,13,low and left outside the strike zone,L,148,36,103,6,2,0,0,0,0,0,4,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,1,upper left inside the strike zone,R,148,86,14,48,7,9,0,0,1,0,28,2,0,0,1,0,0
Sutter Health Park,Athletics,Sinker,SI,2,upper middle inside the strike zone,R,146,99,5,42,8,2,0,1,0,0,29,1,0,0,1,0,0
Sutter Health Park,Athletics,Changeup,CH,11,up and left outside the strike zone,R,145,25,113,7,2,0,0,0,0,0,5,0,0,0,0,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,1,upper left inside the strike zone,L,144,92,24,28,6,2,0,1,1,0,16,2,0,0,0,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,13,low and left outside the strike zone,R,144,20,114,10,4,0,0,0,0,0,4,1,0,1,0,0,0
Sutter Health Park,Athletics,Sinker,SI,12,up and right outside the strike zone,R,144,23,115,6,0,1,0,1,0,0,3,0,1,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,11,up and left outside the strike zone,R,142,22,117,3,0,0,0,0,0,0,3,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,9,lower right inside the strike zone,R,137,82,26,29,10,0,0,2,0,0,14,0,0,0,3,0,0
Sutter Health Park,Athletics,Cutter,FC,5,middle middle inside the strike zone,R,136,81,0,55,16,6,0,4,2,0,22,1,0,0,3,0,1
Sutter Health Park,Athletics,Four-seam fastball,FF,14,low and right outside the strike zone,L,135,45,81,9,1,1,0,0,1,0,6,0,0,0,0,0,0
Sutter Health Park,Athletics,Changeup,CH,8,lower middle inside the strike zone,R,130,84,8,38,4,3,1,3,0,0,26,0,0,0,1,0,0
Sutter Health Park,Athletics,Changeup,CH,13,low and left outside the strike zone,L,130,22,103,5,1,1,0,0,0,0,2,0,0,0,1,0,0
Sutter Health Park,Athletics,Changeup,CH,7,lower left inside the strike zone,R,129,84,4,41,5,2,0,4,1,0,26,0,0,0,3,0,0
Sutter Health Park,Athletics,Splitter,FS,13,low and left outside the strike zone,R,128,49,71,6,2,0,0,0,0,0,2,1,0,0,1,0,0
Sutter Health Park,Athletics,Changeup,CH,9,lower right inside the strike zone,L,127,75,5,47,12,2,0,1,1,0,29,0,1,0,0,0,1
Sutter Health Park,Athletics,Sweeper,ST,5,middle middle inside the strike zone,R,127,72,0,55,10,8,0,5,0,0,29,1,0,0,1,0,1
Sutter Health Park,Athletics,Sweeper,ST,9,lower right inside the strike zone,R,125,72,10,42,9,3,0,2,0,0,28,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,2,upper middle inside the strike zone,R,120,89,7,24,4,3,0,1,0,0,15,0,0,0,0,0,1
Sutter Health Park,Athletics,Four-seam fastball,FF,7,lower left inside the strike zone,R,120,92,9,19,6,2,0,0,0,0,9,1,0,0,1,0,0
Sutter Health Park,Athletics,Slider,SL,14,low and right outside the strike zone,L,116,36,65,14,3,2,1,1,0,0,6,1,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,12,up and right outside the strike zone,R,115,37,67,11,2,0,0,1,0,0,8,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,12,up and right outside the strike zone,R,114,32,66,16,2,0,0,0,0,1,10,1,0,1,0,0,1
Sutter Health Park,Athletics,Splitter,FS,14,low and right outside the strike zone,R,114,21,85,4,3,0,0,0,0,0,1,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,9,lower right inside the strike zone,R,114,84,7,23,3,3,0,2,0,0,11,3,0,0,0,0,1
Sutter Health Park,Athletics,Slider,SL,13,low and left outside the strike zone,R,113,24,82,7,1,0,0,0,0,0,6,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,3,upper right inside the strike zone,R,111,73,5,33,1,4,0,3,0,0,21,2,0,0,1,0,1
Sutter Health Park,Athletics,Four-seam fastball,FF,7,lower left inside the strike zone,L,110,73,15,22,4,0,0,0,1,0,16,0,0,0,1,0,0
Sutter Health Park,Athletics,Sinker,SI,14,low and right outside the strike zone,L,109,35,59,15,3,1,0,0,0,0,9,0,0,0,1,0,1
Sutter Health Park,Athletics,Sweeper,ST,11,up and left outside the strike zone,R,105,6,98,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sutter Health Park,Athletics,Changeup,CH,4,middle left inside the strike zone,R,105,58,1,46,12,2,0,2,0,0,26,2,0,0,1,0,1
Sutter Health Park,Athletics,Four-seam fastball,FF,8,lower middle inside the strike zone,L,104,81,3,20,2,4,0,0,0,0,14,0,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,12,up and right outside the strike zone,L,103,22,77,4,1,0,0,0,0,0,3,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,12,up and right outside the strike zone,L,99,34,50,15,2,2,0,0,0,0,9,2,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,13,low and left outside the strike zone,R,97,24,70,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,8,lower middle inside the strike zone,R,97,62,4,31,0,3,0,3,0,0,21,1,0,0,2,0,1
Sutter Health Park,Athletics,Sinker,SI,13,low and left outside the strike zone,L,94,10,82,2,0,0,0,0,0,0,1,0,0,0,1,0,0
Sutter Health Park,Athletics,Four-seam fastball,FF,9,lower right inside the strike zone,L,94,68,8,18,2,5,0,4,0,0,7,0,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,7,lower left inside the strike zone,L,92,59,10,23,3,1,0,3,0,0,15,0,0,0,1,0,0
Sutter Health Park,Athletics,Slider,SL,11,up and left outside the strike zone,R,91,9,79,3,0,0,0,0,0,0,3,0,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,8,lower middle inside the strike zone,L,90,50,4,36,8,2,0,2,0,0,22,0,0,0,1,0,1
Sutter Health Park,Athletics,Sinker,SI,3,upper right inside the strike zone,R,88,65,11,12,3,0,1,0,0,0,7,0,0,0,1,0,0
Sutter Health Park,Athletics,Changeup,CH,8,lower middle inside the strike zone,L,88,55,4,29,5,3,0,2,0,1,16,0,0,0,2,0,0
Sutter Health Park,Athletics,Cutter,FC,12,up and right outside the strike zone,L,88,22,64,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,13,low and left outside the strike zone,L,87,23,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sutter Health Park,Athletics,Changeup,CH,6,middle right inside the strike zone,L,84,46,1,37,10,3,0,2,0,0,21,0,0,0,0,0,1
Sutter Health Park,Athletics,Slider,SL,5,middle middle inside the strike zone,L,84,54,0,30,8,2,0,2,0,0,16,2,0,0,0,0,0
Sutter Health Park,Athletics,Knuckle curve,KC,14,low and right outside the strike zone,R,83,24,48,5,0,0,0,0,0,0,5,0,0,0,0,0,0
Sutter Health Park,Athletics,Changeup,CH,5,middle middle inside the strike zone,R,82,44,0,38,5,4,1,2,0,0,24,1,0,0,1,0,0
Sutter Health Park,Athletics,Changeup,CH,9,lower right inside the strike zone,R,80,50,10,20,5,2,0,1,0,0,10,0,0,1,1,0,0
Sutter Health Park,Athletics,Cutter,FC,1,upper left inside the strike zone,R,77,49,15,13,4,3,0,0,0,0,5,1,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,7,lower left inside the strike zone,R,75,54,4,17,2,1,0,3,0,0,11,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,6,middle right inside the strike zone,L,75,44,1,30,7,3,0,1,0,0,19,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,11,up and left outside the strike zone,L,74,14,57,3,0,0,0,0,0,0,3,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,5,middle middle inside the strike zone,L,73,44,0,29,7,2,0,1,1,0,16,2,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,4,middle left inside the strike zone,L,72,51,3,18,4,2,0,2,1,0,9,0,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,6,middle right inside the strike zone,L,71,57,0,14,1,2,0,1,0,0,9,1,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,8,lower middle inside the strike zone,R,71,44,3,24,7,3,0,2,0,0,10,1,0,0,1,0,0
Sutter Health Park,Athletics,Cutter,FC,4,middle left inside the strike zone,R,70,50,2,18,6,3,0,2,0,0,6,0,1,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,13,low and left outside the strike zone,R,70,20,44,4,0,0,0,0,0,0,4,0,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,2,upper middle inside the strike zone,R,70,51,1,18,1,4,0,2,0,0,10,0,0,0,1,0,0
Sutter Health Park,Athletics,Sinker,SI,8,lower middle inside the strike zone,L,70,47,5,18,3,0,0,1,0,0,11,1,0,0,2,0,0
Sutter Health Park,Athletics,Slider,SL,4,middle left inside the strike zone,R,68,45,1,22,7,0,0,2,0,0,9,3,0,0,1,0,0
Sutter Health Park,Athletics,Sweeper,ST,4,middle left inside the strike zone,R,63,42,3,18,1,3,0,1,0,0,12,1,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,3,upper right inside the strike zone,R,60,42,9,9,0,0,0,1,0,0,7,0,0,0,1,0,0
Sutter Health Park,Athletics,Sweeper,ST,2,upper middle inside the strike zone,R,57,43,0,14,1,0,0,0,1,1,10,0,0,0,0,0,1
Sutter Health Park,Athletics,Cutter,FC,13,low and left outside the strike zone,R,53,10,40,3,2,0,0,0,0,0,1,0,0,0,0,0,0
Sutter Health Park,Athletics,Changeup,CH,5,middle middle inside the strike zone,L,52,25,0,27,4,2,0,2,0,0,18,1,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,9,lower right inside the strike zone,L,52,38,1,13,2,1,0,0,0,0,10,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,3,upper right inside the strike zone,R,51,29,2,20,2,0,0,2,1,0,12,1,0,0,1,0,1
Sutter Health Park,Athletics,Sinker,SI,7,lower left inside the strike zone,L,51,38,6,7,3,0,0,0,0,0,2,0,0,0,1,0,1
Sutter Health Park,Athletics,Sinker,SI,4,middle left inside the strike zone,L,51,35,2,14,4,3,0,2,0,1,1,2,0,0,1,0,0
Sutter Health Park,Athletics,Curveball,CU,14,low and right outside the strike zone,L,51,18,27,5,1,0,0,1,0,0,3,0,0,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,8,lower middle inside the strike zone,R,50,31,2,17,5,1,0,0,0,0,11,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,9,lower right inside the strike zone,L,50,27,2,21,7,2,0,0,0,0,8,1,0,0,2,0,1
Sutter Health Park,Athletics,Sweeper,ST,7,lower left inside the strike zone,R,50,32,6,12,4,2,0,0,0,0,5,0,0,0,1,0,0
Sutter Health Park,Athletics,Slider,SL,11,up and left outside the strike zone,L,49,11,34,4,1,0,0,0,1,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,3,upper right inside the strike zone,L,48,41,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,12,up and right outside the strike zone,L,48,7,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,1,upper left inside the strike zone,R,46,35,8,3,0,0,0,0,0,0,2,0,0,0,1,0,0
Sutter Health Park,Athletics,Sweeper,ST,5,middle middle inside the strike zone,L,46,36,0,10,2,0,0,2,0,0,5,0,0,0,1,0,0
Sutter Health Park,Athletics,Slider,SL,1,upper left inside the strike zone,R,46,40,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0
Sutter Health Park,Athletics,Cutter,FC,2,upper middle inside the strike zone,L,46,29,1,16,2,1,0,1,0,0,10,0,0,0,2,0,0
Sutter Health Park,Athletics,Curveball,CU,11,up and left outside the strike zone,R,42,2,38,2,0,0,0,0,0,0,1,0,0,0,1,0,0
Sutter Health Park,Athletics,Curveball,CU,8,lower middle inside the strike zone,L,42,26,2,14,1,5,0,1,0,0,6,1,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,2,upper middle inside the strike zone,L,42,32,0,10,2,0,0,1,0,0,7,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,8,lower middle inside the strike zone,L,41,27,2,12,4,1,0,1,0,0,5,0,1,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,9,lower right inside the strike zone,R,41,29,1,11,2,1,0,0,0,0,7,1,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,1,upper left inside the strike zone,L,40,26,7,7,4,0,0,0,0,0,2,0,0,0,1,0,0
Sutter Health Park,Athletics,Splitter,FS,7,lower left inside the strike zone,R,40,23,5,12,3,0,0,0,0,0,8,1,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,4,middle left inside the strike zone,L,40,29,1,10,1,0,0,1,0,0,6,1,0,0,1,0,0
Sutter Health Park,Athletics,Sweeper,ST,11,up and left outside the strike zone,L,40,7,28,5,0,1,0,0,0,0,3,0,0,0,0,0,1
Sutter Health Park,Athletics,Slurve,SV,13,low and left outside the strike zone,L,40,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutter Health Park,Athletics,Changeup,CH,6,middle right inside the strike zone,R,39,22,3,14,5,3,0,0,0,0,5,0,0,0,1,0,0
Sutter Health Park,Athletics,Curveball,CU,12,up and right outside the strike zone,L,38,5,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,14,low and right outside the strike zone,L,38,12,24,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Changeup,CH,7,lower left inside the strike zone,L,37,21,10,6,0,3,0,1,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,5,middle middle inside the strike zone,L,37,19,0,18,4,2,0,1,0,0,11,0,0,0,0,0,0
Sutter Health Park,Athletics,Splitter,FS,11,up and left outside the strike zone,R,37,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,4,middle left inside the strike zone,L,36,19,0,17,6,0,0,1,1,0,8,1,0,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,4,middle left inside the strike zone,R,36,24,0,12,2,1,0,1,1,0,6,1,0,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,5,middle middle inside the strike zone,R,36,23,0,13,2,1,0,1,0,0,8,0,0,0,1,0,0
Sutter Health Park,Athletics,Splitter,FS,8,lower middle inside the strike zone,R,35,16,3,16,6,1,0,1,0,0,7,0,1,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,3,upper right inside the strike zone,L,34,20,0,14,3,2,1,0,0,0,7,0,0,1,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,6,middle right inside the strike zone,L,33,25,0,8,2,1,0,2,0,0,3,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,7,lower left inside the strike zone,L,33,20,3,10,0,0,0,0,0,0,9,0,0,0,0,1,0
Sutter Health Park,Athletics,Changeup,CH,1,upper left inside the strike zone,R,33,20,4,9,1,0,0,1,0,0,7,0,0,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,7,lower left inside the strike zone,L,32,28,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,3,upper right inside the strike zone,L,32,25,2,4,2,0,0,0,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,6,middle right inside the strike zone,L,31,25,0,6,2,0,0,1,0,0,2,1,0,0,0,0,0
Sutter Health Park,Athletics,Changeup,CH,3,upper right inside the strike zone,L,31,18,2,11,1,0,0,1,0,1,8,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,1,upper left inside the strike zone,L,31,21,4,6,0,1,0,1,0,1,3,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,2,upper middle inside the strike zone,L,30,23,3,4,2,0,0,0,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,7,lower left inside the strike zone,R,30,20,1,9,3,0,0,0,0,0,5,0,0,0,0,0,1
Sutter Health Park,Athletics,Curveball,CU,7,lower left inside the strike zone,R,29,15,4,10,4,1,0,0,0,0,5,0,0,0,0,0,0
Sutter Health Park,Athletics,Slider,SL,1,upper left inside the strike zone,L,29,15,9,5,0,0,0,0,1,0,4,0,0,0,0,0,0
Sutter Health Park,Athletics,Sinker,SI,11,up and left outside the strike zone,L,28,4,22,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,5,middle middle inside the strike zone,L,28,19,0,9,1,0,0,1,0,0,7,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,6,middle right inside the strike zone,L,28,19,0,9,3,0,0,0,0,0,6,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,2,upper middle inside the strike zone,L,27,23,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,7,lower left inside the strike zone,L,26,19,2,5,1,1,0,1,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Splitter,FS,4,middle left inside the strike zone,R,26,13,1,12,4,0,0,0,0,0,7,0,0,1,0,0,0
Sutter Health Park,Athletics,Curveball,CU,9,lower right inside the strike zone,L,24,17,3,4,0,0,0,0,0,0,3,0,0,0,1,0,0
Sutter Health Park,Athletics,Changeup,CH,2,upper middle inside the strike zone,R,24,15,4,5,2,0,0,1,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,9,lower right inside the strike zone,L,23,17,1,5,0,1,0,0,0,0,3,0,0,0,0,0,1
Sutter Health Park,Athletics,Slurve,SV,14,low and right outside the strike zone,R,23,3,16,3,0,0,0,0,0,0,2,0,0,0,0,0,1
Sutter Health Park,Athletics,Curveball,CU,6,middle right inside the strike zone,R,22,15,0,7,2,0,0,1,0,0,2,1,0,0,0,0,1
Sutter Health Park,Athletics,Knuckle curve,KC,8,lower middle inside the strike zone,R,22,15,1,6,1,0,0,1,0,0,4,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,14,low and right outside the strike zone,L,21,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutter Health Park,Athletics,Slurve,SV,12,up and right outside the strike zone,L,20,4,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,3,upper right inside the strike zone,L,20,17,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Cutter,FC,8,lower middle inside the strike zone,L,18,9,1,8,1,0,0,2,0,0,5,0,0,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,4,middle left inside the strike zone,L,18,11,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0
Sutter Health Park,Athletics,Knuckle curve,KC,13,low and left outside the strike zone,R,18,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutter Health Park,Athletics,Knuckle curve,KC,13,low and left outside the strike zone,L,18,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutter Health Park,Athletics,Splitter,FS,9,lower right inside the strike zone,R,18,12,2,4,2,0,0,0,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Knuckle curve,KC,5,middle middle inside the strike zone,R,17,7,0,10,2,2,0,0,0,0,6,0,0,0,0,0,0
Sutter Health Park,Athletics,Knuckle curve,KC,9,lower right inside the strike zone,R,17,10,1,6,1,0,0,1,0,0,4,0,0,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,3,upper right inside the strike zone,L,17,10,2,5,1,0,0,0,0,0,4,0,0,0,0,0,0
Sutter Health Park,Athletics,Changeup,CH,12,up and right outside the strike zone,R,17,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutter Health Park,Athletics,Slurve,SV,8,lower middle inside the strike zone,L,16,11,1,4,2,0,0,0,0,0,1,1,0,0,0,0,0
Sutter Health Park,Athletics,Slurve,SV,4,middle left inside the strike zone,L,16,11,1,4,0,1,0,0,0,0,2,1,0,0,0,0,0
Sutter Health Park,Athletics,Splitter,FS,5,middle middle inside the strike zone,R,15,7,0,8,2,0,0,1,0,0,5,0,0,0,0,0,0
Sutter Health Park,Athletics,Knuckle curve,KC,6,middle right inside the strike zone,R,14,10,0,4,1,1,0,0,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Slurve,SV,6,middle right inside the strike zone,L,14,11,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
Sutter Health Park,Athletics,Sweeper,ST,1,upper left inside the strike zone,L,14,9,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0
Sutter Health Park,Athletics,Slurve,SV,5,middle middle inside the strike zone,L,13,10,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0
Sutter Health Park,Athletics,Curveball,CU,2,upper middle inside the strike zone,R,13,9,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0
