venue_name,home_team_name,pitch_name,pitch_type,zone,zone_description,p_throws,total_pitches,strike_count,ball_count,in_play_count,single_count,double_count,triple_count,home_run_count,sac_fly_count,sac_bunt_count,field_out_count,force_out_count,fielders_choice_count,fielders_choice_out_count,gidp_count,double_play_count,error_count
Coors Field,Colorado Rockies,Knuckleball,KN,8,lower middle inside the strike zone,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coors Field,Colorado Rockies,Knuckleball,KN,13,low and left outside the strike zone,L,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coors Field,Colorado Rockies,Slurve,SV,9,lower right inside the strike zone,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coors Field,Colorado Rockies,Slurve,SV,2,upper middle inside the strike zone,L,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,14,low and right outside the strike zone,R,1252,347,798,85,17,4,1,1,0,0,54,4,0,2,2,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,11,up and left outside the strike zone,R,1046,237,761,48,10,2,0,1,1,0,30,1,0,0,0,2,1
Comerica Park,Detroit Tigers,Four-seam fastball,FF,12,up and right outside the strike zone,R,671,187,435,49,9,1,0,2,0,0,37,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,14,low and right outside the strike zone,R,548,95,433,20,2,1,2,0,0,0,14,0,1,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,13,low and left outside the strike zone,R,508,154,273,77,17,3,0,1,0,0,45,5,2,1,2,1,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,5,middle middle inside the strike zone,R,506,354,0,152,38,8,1,10,4,0,86,1,0,1,2,0,1
Comerica Park,Detroit Tigers,Four-seam fastball,FF,2,upper middle inside the strike zone,R,457,327,7,123,16,9,2,5,2,0,83,3,1,0,1,0,1
Comerica Park,Detroit Tigers,Four-seam fastball,FF,6,middle right inside the strike zone,R,443,320,2,121,26,5,2,3,3,0,75,3,0,0,2,1,1
Comerica Park,Detroit Tigers,Four-seam fastball,FF,1,upper left inside the strike zone,R,392,285,26,81,17,5,0,4,1,0,51,3,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,14,low and right outside the strike zone,R,387,87,274,19,3,3,1,0,0,0,11,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,4,middle left inside the strike zone,R,359,265,5,89,18,6,0,5,1,0,54,1,1,0,2,0,1
Comerica Park,Detroit Tigers,Four-seam fastball,FF,12,up and right outside the strike zone,L,345,95,240,10,1,1,0,0,0,0,8,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,14,low and right outside the strike zone,R,334,85,218,26,4,0,1,0,1,0,17,2,0,0,1,0,0
Comerica Park,Detroit Tigers,Sinker,SI,11,up and left outside the strike zone,R,323,80,208,35,6,3,0,0,0,1,21,1,0,0,1,1,1
Comerica Park,Detroit Tigers,Four-seam fastball,FF,3,upper right inside the strike zone,R,320,216,18,86,22,2,0,4,1,0,50,0,0,0,7,0,0
Comerica Park,Detroit Tigers,Slider,SL,9,lower right inside the strike zone,R,312,224,10,78,18,2,2,2,1,0,46,3,1,1,1,0,1
Comerica Park,Detroit Tigers,Changeup,CH,14,low and right outside the strike zone,L,292,120,132,37,10,1,0,0,0,0,22,2,1,0,1,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,8,lower middle inside the strike zone,R,286,215,7,64,9,1,1,2,1,1,43,2,0,0,4,0,0
Comerica Park,Detroit Tigers,Splitter,FS,13,low and left outside the strike zone,R,283,101,149,31,2,4,0,0,0,0,19,2,0,0,2,1,1
Comerica Park,Detroit Tigers,Sinker,SI,14,low and right outside the strike zone,R,277,25,241,11,2,1,0,0,0,0,6,0,0,0,1,0,1
Comerica Park,Detroit Tigers,Four-seam fastball,FF,13,low and left outside the strike zone,R,274,46,205,23,7,1,0,0,0,0,15,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,8,lower middle inside the strike zone,R,270,177,1,92,18,4,1,6,1,0,52,4,1,0,3,2,0
Comerica Park,Detroit Tigers,Sinker,SI,13,low and left outside the strike zone,R,261,86,139,36,6,2,0,1,0,0,21,3,0,0,2,0,0
Comerica Park,Detroit Tigers,Slider,SL,13,low and left outside the strike zone,L,245,65,158,7,1,0,0,0,0,0,5,0,0,0,0,0,1
Comerica Park,Detroit Tigers,Four-seam fastball,FF,9,lower right inside the strike zone,R,245,187,16,42,16,2,0,0,0,0,21,0,1,0,1,1,0
Comerica Park,Detroit Tigers,Splitter,FS,14,low and right outside the strike zone,R,239,56,163,14,0,0,0,0,0,0,11,1,1,0,1,0,0
Comerica Park,Detroit Tigers,Slider,SL,5,middle middle inside the strike zone,R,232,155,0,77,13,1,1,8,1,0,48,2,0,0,1,0,2
Comerica Park,Detroit Tigers,Sinker,SI,12,up and right outside the strike zone,L,212,65,129,18,2,0,0,1,0,0,11,0,0,0,3,0,1
Comerica Park,Detroit Tigers,Curveball,CU,14,low and right outside the strike zone,R,212,56,131,13,1,1,0,0,0,0,10,0,1,0,0,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,11,up and left outside the strike zone,L,206,54,135,17,2,1,0,0,0,0,13,0,0,0,0,0,1
Comerica Park,Detroit Tigers,Slider,SL,11,up and left outside the strike zone,R,206,26,177,3,0,0,0,0,0,0,3,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,5,middle middle inside the strike zone,R,198,117,0,81,23,3,1,3,1,0,42,1,0,0,5,0,2
Comerica Park,Detroit Tigers,Slider,SL,6,middle right inside the strike zone,R,195,131,0,64,12,7,1,4,1,0,33,3,1,0,1,1,0
Comerica Park,Detroit Tigers,Slider,SL,13,low and left outside the strike zone,R,194,43,131,17,4,0,0,1,0,0,9,2,0,0,1,0,0
Comerica Park,Detroit Tigers,Knuckle curve,KC,14,low and right outside the strike zone,R,178,52,110,6,1,0,0,0,0,0,5,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,7,lower left inside the strike zone,R,173,113,3,57,15,3,0,1,0,0,31,4,1,0,1,0,1
Comerica Park,Detroit Tigers,Sinker,SI,8,lower middle inside the strike zone,R,173,105,5,63,15,2,0,0,1,0,41,1,1,0,1,0,1
Comerica Park,Detroit Tigers,Sinker,SI,4,middle left inside the strike zone,R,172,87,0,85,16,6,1,2,2,1,46,6,0,1,3,0,1
Comerica Park,Detroit Tigers,Cutter,FC,14,low and right outside the strike zone,R,170,49,115,6,0,1,0,0,0,0,5,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,13,low and left outside the strike zone,L,168,44,112,10,2,2,0,0,0,0,6,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,5,middle middle inside the strike zone,L,168,114,0,54,10,3,1,4,1,0,32,2,0,0,1,0,0
Comerica Park,Detroit Tigers,Changeup,CH,11,up and left outside the strike zone,R,167,17,134,16,3,0,0,0,0,0,12,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,7,lower left inside the strike zone,R,163,117,6,40,10,4,0,2,1,0,23,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,4,middle left inside the strike zone,R,162,108,1,53,7,3,1,1,0,0,34,2,1,0,2,1,1
Comerica Park,Detroit Tigers,Sinker,SI,14,low and right outside the strike zone,L,157,53,85,19,4,0,2,0,0,0,12,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,13,low and left outside the strike zone,L,156,42,105,8,2,0,0,0,0,0,5,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,13,low and left outside the strike zone,L,152,47,97,4,1,0,0,0,0,0,3,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,8,lower middle inside the strike zone,R,149,98,2,49,10,3,1,6,0,0,28,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Changeup,CH,7,lower left inside the strike zone,R,147,85,1,60,4,3,1,0,0,0,48,2,0,0,2,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,2,upper middle inside the strike zone,L,143,113,2,28,4,0,0,1,1,0,21,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,7,lower left inside the strike zone,R,141,104,4,33,9,2,0,0,1,0,19,2,0,0,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,6,middle right inside the strike zone,L,134,74,0,60,13,1,2,1,0,0,34,5,0,0,4,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,6,middle right inside the strike zone,L,131,103,0,28,7,1,0,0,0,2,14,2,0,0,2,0,0
Comerica Park,Detroit Tigers,Sinker,SI,9,lower right inside the strike zone,R,130,97,10,23,5,1,0,0,1,0,15,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,13,low and left outside the strike zone,L,128,25,95,8,1,0,0,0,0,0,7,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,5,middle middle inside the strike zone,L,126,73,0,53,8,1,0,2,0,0,38,1,0,0,2,0,1
Comerica Park,Detroit Tigers,Four-seam fastball,FF,1,upper left inside the strike zone,L,121,72,9,40,5,0,0,0,1,0,32,0,0,0,2,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,4,middle left inside the strike zone,L,116,73,2,41,5,2,0,1,1,0,28,3,0,0,0,0,1
Comerica Park,Detroit Tigers,Sinker,SI,1,upper left inside the strike zone,R,114,73,5,36,5,4,0,1,1,0,21,2,0,0,1,0,1
Comerica Park,Detroit Tigers,Sinker,SI,13,low and left outside the strike zone,L,112,13,97,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,12,up and right outside the strike zone,R,112,32,68,12,2,0,0,0,0,0,7,1,0,0,2,0,0
Comerica Park,Detroit Tigers,Sinker,SI,6,middle right inside the strike zone,R,111,87,3,21,4,0,0,0,0,0,14,1,0,0,1,0,1
Comerica Park,Detroit Tigers,Changeup,CH,12,up and right outside the strike zone,L,110,28,75,7,0,0,1,0,0,0,6,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,2,upper middle inside the strike zone,R,109,77,1,31,10,2,0,0,0,1,17,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,2,upper middle inside the strike zone,R,107,82,2,23,2,3,0,2,1,0,14,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,4,middle left inside the strike zone,R,104,63,2,39,9,2,1,2,1,0,22,1,0,0,0,1,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,3,upper right inside the strike zone,L,103,80,9,14,3,2,0,0,1,0,8,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Splitter,FS,8,lower middle inside the strike zone,R,97,62,1,34,6,2,0,3,2,0,16,2,1,0,0,0,2
Comerica Park,Detroit Tigers,Sinker,SI,4,middle left inside the strike zone,L,96,68,4,24,5,2,0,3,0,0,13,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,9,lower right inside the strike zone,L,94,47,6,41,7,3,0,0,1,0,23,2,0,0,2,0,3
Comerica Park,Detroit Tigers,Curveball,CU,13,low and left outside the strike zone,L,93,26,64,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Splitter,FS,7,lower left inside the strike zone,R,92,64,1,27,13,0,0,1,1,0,12,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,14,low and right outside the strike zone,L,92,33,52,3,1,0,0,0,1,0,1,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,9,lower right inside the strike zone,L,90,58,3,29,9,1,0,0,0,0,18,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,13,low and left outside the strike zone,R,87,28,51,5,1,0,0,0,0,0,4,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,11,up and left outside the strike zone,R,86,6,78,2,0,1,0,0,0,0,1,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,3,upper right inside the strike zone,R,85,62,9,14,4,0,2,1,0,0,7,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,8,lower middle inside the strike zone,L,85,54,2,29,7,1,0,0,0,0,13,4,0,0,3,0,1
Comerica Park,Detroit Tigers,Changeup,CH,8,lower middle inside the strike zone,L,85,58,0,27,8,1,0,2,1,0,14,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Sinker,SI,12,up and right outside the strike zone,R,84,16,64,4,1,0,0,0,0,0,3,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,9,lower right inside the strike zone,R,81,59,2,20,5,1,0,1,0,0,12,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Cutter,FC,12,up and right outside the strike zone,R,81,26,50,5,1,0,0,1,0,0,2,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,5,middle middle inside the strike zone,R,78,45,0,33,5,5,1,3,0,0,18,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Knuckle curve,KC,13,low and left outside the strike zone,R,76,24,46,6,0,0,0,0,0,0,5,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,5,middle middle inside the strike zone,R,74,52,0,22,3,1,1,4,0,0,13,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,1,upper left inside the strike zone,R,73,51,10,12,1,0,0,1,0,1,9,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,11,up and left outside the strike zone,L,73,9,61,3,1,0,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,6,middle right inside the strike zone,R,73,49,0,24,7,2,0,0,0,0,15,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,5,middle middle inside the strike zone,R,72,43,0,29,5,3,0,2,2,0,14,2,0,0,1,0,0
Comerica Park,Detroit Tigers,Sinker,SI,2,upper middle inside the strike zone,L,72,40,4,28,7,1,0,0,0,0,20,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,8,lower middle inside the strike zone,L,71,47,1,23,6,1,0,1,0,0,14,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,14,low and right outside the strike zone,L,71,20,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,7,lower left inside the strike zone,L,70,53,3,14,3,1,0,1,0,0,9,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,11,up and left outside the strike zone,R,70,5,61,4,1,0,0,0,0,0,2,0,0,1,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,7,lower left inside the strike zone,L,69,46,9,14,1,1,0,0,0,0,12,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,3,upper right inside the strike zone,L,67,43,4,20,5,3,0,0,0,0,10,0,0,0,1,0,1
Comerica Park,Detroit Tigers,Slider,SL,8,lower middle inside the strike zone,L,67,47,0,20,5,1,0,3,1,0,10,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,6,middle right inside the strike zone,L,66,48,1,17,8,0,0,0,0,0,8,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Cutter,FC,11,up and left outside the strike zone,R,66,14,50,2,0,1,0,0,0,0,1,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,2,upper middle inside the strike zone,R,65,43,2,20,3,1,0,0,0,0,15,0,0,0,0,1,0
Comerica Park,Detroit Tigers,Changeup,CH,9,lower right inside the strike zone,R,62,45,3,14,2,0,0,0,0,0,10,2,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,7,lower left inside the strike zone,L,62,39,8,15,4,0,0,1,1,0,8,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,8,lower middle inside the strike zone,R,61,38,1,22,7,1,0,3,1,0,9,0,1,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,12,up and right outside the strike zone,L,59,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Splitter,FS,4,middle left inside the strike zone,R,59,34,0,25,7,1,0,2,0,0,11,2,2,0,0,0,0
Comerica Park,Detroit Tigers,Splitter,FS,11,up and left outside the strike zone,R,58,5,47,6,1,1,0,0,0,0,3,0,0,0,0,1,0
Comerica Park,Detroit Tigers,Sweeper,ST,6,middle right inside the strike zone,R,58,32,0,26,3,0,0,1,0,0,19,2,0,0,0,0,1
Comerica Park,Detroit Tigers,Sweeper,ST,13,low and left outside the strike zone,R,53,8,41,4,2,0,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Knuckle curve,KC,8,lower middle inside the strike zone,R,53,33,0,20,4,4,0,0,0,0,12,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,12,up and right outside the strike zone,L,52,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,3,upper right inside the strike zone,R,51,33,4,14,1,0,0,0,0,0,12,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Changeup,CH,5,middle middle inside the strike zone,L,50,30,0,20,3,2,0,2,2,0,8,0,0,0,2,0,1
Comerica Park,Detroit Tigers,Sinker,SI,1,upper left inside the strike zone,L,50,38,1,11,4,0,0,0,0,0,6,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,14,low and right outside the strike zone,L,49,19,23,6,3,0,0,0,0,0,3,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Four-seam fastball,FF,9,lower right inside the strike zone,L,49,40,4,5,1,0,0,0,0,0,4,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,9,lower right inside the strike zone,R,48,30,1,17,3,2,0,0,1,0,10,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Sinker,SI,3,upper right inside the strike zone,R,47,34,6,7,1,2,0,1,0,0,3,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,4,middle left inside the strike zone,R,45,38,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slurve,SV,14,low and right outside the strike zone,R,45,11,26,6,2,0,0,0,0,0,2,0,0,0,2,0,0
Comerica Park,Detroit Tigers,Curveball,CU,8,lower middle inside the strike zone,R,45,26,0,19,3,1,0,1,0,0,12,1,0,0,0,1,0
Comerica Park,Detroit Tigers,Cutter,FC,11,up and left outside the strike zone,L,44,10,29,5,1,1,0,0,0,0,3,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,8,lower middle inside the strike zone,L,44,27,1,16,2,0,1,0,0,0,13,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,5,middle middle inside the strike zone,L,44,25,0,19,1,2,0,1,0,0,15,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,7,lower left inside the strike zone,L,43,34,4,5,0,1,0,0,0,0,4,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,7,lower left inside the strike zone,R,41,26,0,15,4,0,0,0,0,0,10,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Knuckle curve,KC,11,up and left outside the strike zone,R,41,4,35,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,6,middle right inside the strike zone,L,40,31,1,8,2,0,0,0,0,0,6,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,12,up and right outside the strike zone,R,40,9,24,7,2,0,0,0,0,0,4,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Splitter,FS,9,lower right inside the strike zone,R,39,28,2,9,2,0,0,0,0,0,7,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Splitter,FS,5,middle middle inside the strike zone,R,39,28,0,11,2,1,0,2,0,0,6,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,5,middle middle inside the strike zone,R,39,26,0,13,2,0,0,2,1,0,8,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,5,middle middle inside the strike zone,L,38,28,0,10,0,0,0,1,0,0,8,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,7,lower left inside the strike zone,L,37,27,2,8,3,0,0,0,0,0,4,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,13,low and left outside the strike zone,R,37,7,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,12,up and right outside the strike zone,L,37,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Knuckle curve,KC,5,middle middle inside the strike zone,R,36,26,0,10,2,2,0,0,0,0,6,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,12,up and right outside the strike zone,L,36,5,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,9,lower right inside the strike zone,L,35,27,1,7,1,1,0,0,0,0,4,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,4,middle left inside the strike zone,L,35,21,2,12,3,3,0,0,0,0,5,0,0,0,0,0,1
Comerica Park,Detroit Tigers,Cutter,FC,14,low and right outside the strike zone,L,34,11,21,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Knuckle curve,KC,9,lower right inside the strike zone,R,34,24,0,10,3,0,0,0,0,0,6,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,7,lower left inside the strike zone,L,34,23,2,9,0,0,0,1,0,0,7,0,0,0,0,0,1
Comerica Park,Detroit Tigers,Cutter,FC,4,middle left inside the strike zone,R,33,21,1,11,3,3,0,0,0,0,5,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,1,upper left inside the strike zone,R,32,27,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1
Comerica Park,Detroit Tigers,Curveball,CU,9,lower right inside the strike zone,R,32,24,1,7,3,2,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,1,upper left inside the strike zone,R,32,23,1,8,1,1,0,2,0,0,3,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Slider,SL,4,middle left inside the strike zone,L,32,21,0,11,4,0,0,0,0,0,7,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,4,middle left inside the strike zone,R,31,23,0,8,1,2,0,1,0,0,4,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,6,middle right inside the strike zone,R,31,18,0,13,4,0,1,0,1,0,6,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,8,lower middle inside the strike zone,L,30,17,0,13,1,0,1,0,0,0,11,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,5,middle middle inside the strike zone,L,30,14,0,16,0,0,0,2,0,0,14,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,2,upper middle inside the strike zone,R,30,22,3,5,2,0,0,0,0,0,3,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,14,low and right outside the strike zone,L,30,8,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,6,middle right inside the strike zone,L,29,26,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,9,lower right inside the strike zone,L,28,17,0,11,1,2,0,0,0,0,8,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,6,middle right inside the strike zone,R,28,25,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Knuckle curve,KC,7,lower left inside the strike zone,R,28,19,2,7,2,1,0,0,0,0,3,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,4,middle left inside the strike zone,L,28,20,1,7,1,1,0,2,0,0,3,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,7,lower left inside the strike zone,R,28,23,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Knuckle curve,KC,4,middle left inside the strike zone,R,27,18,0,9,3,1,0,0,0,0,4,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,8,lower middle inside the strike zone,R,27,17,0,10,3,1,0,0,0,0,6,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,1,upper left inside the strike zone,R,26,22,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Slider,SL,2,upper middle inside the strike zone,L,26,20,0,6,0,2,0,0,0,0,4,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,8,lower middle inside the strike zone,L,24,17,1,6,1,1,0,0,0,0,3,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Changeup,CH,2,upper middle inside the strike zone,R,24,16,1,7,2,0,0,1,0,0,4,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,1,upper left inside the strike zone,R,23,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,11,up and left outside the strike zone,L,22,7,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,3,upper right inside the strike zone,R,22,18,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1
Comerica Park,Detroit Tigers,Changeup,CH,3,upper right inside the strike zone,L,22,16,2,4,1,1,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Splitter,FS,1,upper left inside the strike zone,R,21,10,1,10,3,0,1,0,0,0,5,0,0,0,0,1,0
Comerica Park,Detroit Tigers,Slider,SL,3,upper right inside the strike zone,L,21,17,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Splitter,FS,14,low and right outside the strike zone,L,20,8,9,3,0,0,0,0,0,0,1,1,0,0,1,0,0
Comerica Park,Detroit Tigers,Curveball,CU,4,middle left inside the strike zone,L,20,15,0,5,1,0,0,0,0,0,4,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,5,middle middle inside the strike zone,L,20,12,0,8,1,0,0,1,0,0,6,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,7,lower left inside the strike zone,L,19,14,2,3,0,1,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,2,upper middle inside the strike zone,L,19,11,1,7,4,0,0,0,0,0,2,0,0,0,1,0,0
Comerica Park,Detroit Tigers,Cutter,FC,1,upper left inside the strike zone,L,19,16,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Sweeper,ST,6,middle right inside the strike zone,L,19,16,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,2,upper middle inside the strike zone,L,17,12,0,5,1,0,0,0,0,0,4,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Cutter,FC,7,lower left inside the strike zone,R,17,13,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Changeup,CH,4,middle left inside the strike zone,L,17,11,2,4,1,1,0,0,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,6,middle right inside the strike zone,L,16,11,0,5,1,0,0,2,0,0,2,0,0,0,0,0,0
Comerica Park,Detroit Tigers,Curveball,CU,9,lower right inside the strike zone,L,15,9,0,6,2,0,0,0,0,0,4,0,0,0,0,0,0
